"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
4.597536888E2,6.504697761E1,2.543153292E1,1.251652151E1,3.000000000E1,0.000000000E0,NaN,5.428143557E-1,1.500000000E0,3.000000000E0,2.500000000E1
4.607496412E2,6.504697761E1,2.543153292E1,1.251652151E1,3.000000000E1,0.000000000E0,NaN,5.445221694E-1,1.500000000E0,3.000000000E0,2.700000000E1
4.617494309E2,6.504698583E1,2.543150215E1,1.251651504E1,3.000000000E1,7.799999714E-1,3.017999878E2,5.457256705E-1,1.500000000E0,3.000000000E0,2.900000000E1
4.627459288E2,6.504698968E1,2.543147818E1,1.251651106E1,3.000000000E1,7.699999809E-1,2.952999878E2,5.465185614E-1,1.500000000E0,3.000000000E0,2.800000000E1
4.637466482E2,6.504699136E1,2.543146175E1,1.251650872E1,3.000000000E1,2.399999946E-1,2.920000000E2,5.475232533E-1,1.500000000E0,3.000000000E0,2.500000000E1
4.647529499E2,6.504699404E1,2.543144130E1,1.151650557E1,2.900000000E1,5.999999642E-1,2.816000061E2,5.484952301E-1,1.500000000E0,3.000000000E0,2.700000000E1
4.657508011E2,6.504699782E1,2.543142261E1,1.251650214E1,3.000000000E1,5.699999928E-1,2.826000061E2,5.496150001E-1,1.500000000E0,3.000000000E0,2.800000000E1
4.667472420E2,6.504700150E1,2.543140040E1,1.251649840E1,3.000000000E1,0.000000000E0,NaN,5.496150001E-1,1.500000000E0,3.000000000E0,2.400000000E1
4.677477257E2,6.504700150E1,2.543140040E1,1.251649840E1,3.000000000E1,0.000000000E0,NaN,5.496150001E-1,1.500000000E0,3.000000000E0,2.700000000E1
4.687473213E2,6.504700150E1,2.543140040E1,1.251649840E1,3.000000000E1,0.000000000E0,NaN,5.526672365E-1,2.000000000E0,3.000000000E0,2.800000000E1
4.697502141E2,6.504701064E1,2.543133904E1,1.251648849E1,3.000000000E1,7.599999905E-1,3.158999939E2,5.537437022E-1,2.000000000E0,3.000000000E0,2.700000000E1
4.707475683E2,6.504701626E1,2.543132035E1,1.251648431E1,3.000000000E1,8.999999762E-1,3.217999878E2,5.545603992E-1,2.000000000E0,3.000000000E0,2.500000000E1
4.717422224E2,6.504701952E1,2.543130476E1,1.251648140E1,3.000000000E1,5.999999642E-1,3.312000122E2,5.552017571E-1,2.000000000E0,3.000000000E0,2.500000000E1
4.727424074E2,6.504702296E1,2.543129378E1,1.151647888E1,2.900000000E1,5.699999928E-1,3.375000000E2,5.555582949E-1,2.000000000E0,3.000000000E0,2.500000000E1
4.737533481E2,6.504702476E1,2.543128749E1,1.151647751E1,2.900000000E1,0.000000000E0,NaN,5.555582949E-1,2.000000000E0,3.000000000E0,2.500000000E1
4.747358464E2,6.504702476E1,2.543128749E1,1.151647751E1,2.900000000E1,0.000000000E0,NaN,5.555582949E-1,2.000000000E0,3.000000000E0,2.400000000E1
4.757477084E2,6.504702476E1,2.543128749E1,1.151647751E1,2.900000000E1,0.000000000E0,NaN,5.555582949E-1,2.000000000E0,3.000000000E0,2.400000000E1
4.767510404E2,6.504702476E1,2.543128749E1,1.151647751E1,2.900000000E1,0.000000000E0,NaN,5.568595488E-1,2.500000000E0,4.000000000E0,2.400000000E1
4.777458412E2,6.504703235E1,2.543126637E1,1.051647227E1,2.800000000E1,2.599999905E-1,3.387000122E2,5.575781357E-1,2.500000000E0,4.000000000E0,2.600000000E1
4.787467937E2,6.504703176E1,2.543125112E1,9.516470982E0,2.700000000E1,2.899999917E-1,3.412000122E2,NaN,2.500000000E0,4.000000000E0,2.700000000E1
